index,date,season,year,month,hour,is_holiday,weekday,is_working_day,weather_situation,temperature,apparent_temperature,humidity,windspeed,casual_rentals,registered_rentals,total_rentals,time_of_day,windspeed_category,humidity_category,rolling_mean
144,2011-01-07,Spring,2011,Jan,6,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.2,0.2576,0.69,0.0,8,26,34,Pagi,,Low,81.875
143,2011-01-07,Spring,2011,Jan,5,Not holiday,Friday,Workingday,Light Rain/Snow,0.22,0.2727,0.55,0.0,0,5,5,Malam,,Low,81.625
142,2011-01-07,Spring,2011,Jan,4,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.2,0.2121,0.69,0.1343,0,1,1,Malam,Low,Low,77.70833333333333
141,2011-01-07,Spring,2011,Jan,2,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.2,0.197,0.69,0.2239,0,1,1,Malam,Low,Low,68.625
140,2011-01-07,Spring,2011,Jan,1,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.2,0.197,0.69,0.2239,2,5,7,Malam,Low,Low,63.833333333333336
150,2011-01-07,Spring,2011,Jan,12,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.2,0.197,0.37,0.2537,9,50,59,Siang,Low,Low,64.41666666666667
175,2011-01-08,Spring,2011,Jan,13,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.2,0.1818,0.44,0.3284,7,95,102,Siang,Low,Low,67.16666666666667
177,2011-01-08,Spring,2011,Jan,15,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.2,0.1667,0.32,0.4478,5,69,74,Siang,Low,Low,68.16666666666667
178,2011-01-08,Spring,2011,Jan,16,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.18,0.1364,0.29,0.4478,8,68,76,Siang,Low,Low,70.70833333333333
180,2011-01-08,Spring,2011,Jan,18,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1212,0.39,0.2985,3,52,55,Sore,Low,Low,71.5
174,2011-01-08,Spring,2011,Jan,12,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.2,0.1818,0.59,0.3582,8,90,98,Siang,Low,Low,73.95833333333333
182,2011-01-08,Spring,2011,Jan,20,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.12,0.1212,0.36,0.2537,0,28,28,Sore,Low,Low,73.0
183,2011-01-08,Spring,2011,Jan,21,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.12,0.1061,0.39,0.3582,2,35,37,Sore,Low,Low,70.58333333333333
184,2011-01-08,Spring,2011,Jan,22,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.12,0.1061,0.36,0.3881,1,33,34,Sore,Low,Low,66.875
181,2011-01-08,Spring,2011,Jan,19,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.14,0.1212,0.36,0.2537,4,26,30,Sore,Low,Low,60.333333333333336
173,2011-01-08,Spring,2011,Jan,11,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.2,0.1818,0.69,0.3881,2,60,62,Pagi,Low,Low,59.291666666666664
185,2011-01-08,Spring,2011,Jan,23,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.1,0.0606,0.39,0.4478,0,22,22,Sore,Low,Low,57.208333333333336
171,2011-01-08,Spring,2011,Jan,9,Not holiday,Saturday,Not Workday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,0,20,20,Pagi,Low,Low,55.0
162,2011-01-08,Spring,2011,Jan,0,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.18,0.197,0.51,0.1642,1,24,25,Malam,Low,Low,53.25
163,2011-01-08,Spring,2011,Jan,1,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.18,0.2121,0.55,0.0896,1,15,16,Malam,Low,Low,53.208333333333336
164,2011-01-08,Spring,2011,Jan,2,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.18,0.2424,0.55,0.0,3,13,16,Malam,,Low,51.25
165,2011-01-08,Spring,2011,Jan,3,Not holiday,Saturday,Not Workday,Light Rain/Snow,0.18,0.197,0.55,0.1642,0,7,7,Malam,Low,Low,45.958333333333336
172,2011-01-08,Spring,2011,Jan,10,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.18,0.197,0.8,0.1642,5,56,61,Pagi,Low,Low,39.75
167,2011-01-08,Spring,2011,Jan,5,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.16,0.1667,0.74,0.1642,0,5,5,Malam,Low,Low,36.458333333333336
168,2011-01-08,Spring,2011,Jan,6,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.16,0.1667,0.74,0.1642,0,2,2,Pagi,Low,Low,35.125
169,2011-01-08,Spring,2011,Jan,7,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.16,0.1818,0.74,0.1045,1,8,9,Pagi,Low,Low,35.291666666666664
170,2011-01-08,Spring,2011,Jan,8,Not holiday,Saturday,Not Workday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,0,15,15,Pagi,Low,Low,35.875
166,2011-01-08,Spring,2011,Jan,4,Not holiday,Saturday,Not Workday,Light Rain/Snow,0.18,0.197,0.55,0.1642,0,1,1,Malam,Low,Low,35.875
201,2011-01-09,Spring,2011,Jan,15,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.22,0.197,0.35,0.3582,5,77,82,Siang,Low,Low,39.0
209,2011-01-09,Spring,2011,Jan,23,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.12,0.1364,0.5,0.194,0,6,6,Sore,Low,Low,36.791666666666664
208,2011-01-09,Spring,2011,Jan,22,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.14,0.1212,0.46,0.2985,5,10,15,Sore,Low,Low,33.166666666666664
207,2011-01-09,Spring,2011,Jan,21,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.14,0.1061,0.46,0.4179,1,19,20,Sore,Low,Low,30.916666666666668
206,2011-01-09,Spring,2011,Jan,20,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.14,0.1212,0.46,0.2537,0,38,38,Sore,Low,Low,29.333333333333332
205,2011-01-09,Spring,2011,Jan,19,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1364,0.43,0.3284,1,40,41,Sore,Low,Low,28.75
204,2011-01-09,Spring,2011,Jan,18,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.16,0.1364,0.4,0.3284,4,44,48,Sore,Low,Low,26.666666666666668
203,2011-01-09,Spring,2011,Jan,17,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.18,0.1515,0.37,0.3881,3,59,62,Siang,Low,Low,28.083333333333332
202,2011-01-09,Spring,2011,Jan,16,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.2,0.1667,0.34,0.4478,13,79,92,Siang,Low,Low,30.375
200,2011-01-09,Spring,2011,Jan,14,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.22,0.1818,0.32,0.4627,8,64,72,Siang,Low,Low,31.958333333333332
199,2011-01-09,Spring,2011,Jan,13,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.2,0.1667,0.34,0.4478,6,69,75,Siang,Low,Low,33.833333333333336
196,2011-01-09,Spring,2011,Jan,10,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.14,0.1061,0.43,0.3881,0,49,49,Pagi,Low,Low,33.291666666666664
194,2011-01-09,Spring,2011,Jan,8,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.1,0.0909,0.49,0.2836,0,10,10,Pagi,Low,Low,32.791666666666664
193,2011-01-09,Spring,2011,Jan,7,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.08,0.0909,0.53,0.194,1,5,6,Pagi,Low,Low,32.208333333333336
192,2011-01-09,Spring,2011,Jan,6,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.1,0.0909,0.49,0.2836,0,1,1,Pagi,Low,Low,31.208333333333332
191,2011-01-09,Spring,2011,Jan,5,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.08,0.0909,0.53,0.194,0,1,1,Malam,Low,Low,30.583333333333332
190,2011-01-09,Spring,2011,Jan,4,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.08,0.0909,0.53,0.194,0,1,1,Malam,Low,Low,29.958333333333332
189,2011-01-09,Spring,2011,Jan,3,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.1,0.0758,0.46,0.4179,0,4,4,Malam,Low,Low,29.833333333333332
188,2011-01-09,Spring,2011,Jan,2,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.1,0.0606,0.46,0.4627,0,11,11,Malam,Low,Low,27.75
187,2011-01-09,Spring,2011,Jan,1,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.1,0.0606,0.42,0.4627,0,12,12,Malam,Low,Low,28.041666666666668
186,2011-01-09,Spring,2011,Jan,0,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.1,0.0758,0.42,0.3881,1,24,25,Malam,Low,Low,29.0
198,2011-01-09,Spring,2011,Jan,12,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.18,0.1364,0.37,0.4478,4,79,83,Siang,Low,Low,32.083333333333336
223,2011-01-10,Spring,2011,Jan,13,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.2,0.1818,0.4,0.2836,4,50,54,Siang,Low,Low,33.708333333333336
224,2011-01-10,Spring,2011,Jan,14,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.2,0.197,0.4,0.2239,0,47,47,Siang,Low,Low,35.625
225,2011-01-10,Spring,2011,Jan,15,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.2,0.197,0.4,0.2239,2,43,45,Siang,Low,Low,34.083333333333336
226,2011-01-10,Spring,2011,Jan,16,Not holiday,Monday,Workingday,Clear/Few clouds,0.2,0.2121,0.4,0.1343,4,70,74,Siang,Low,Low,36.916666666666664
227,2011-01-10,Spring,2011,Jan,17,Not holiday,Monday,Workingday,Clear/Few clouds,0.2,0.2273,0.4,0.1045,4,174,178,Siang,Low,Low,43.708333333333336
233,2011-01-10,Spring,2011,Jan,23,Not holiday,Monday,Workingday,Clear/Few clouds,0.14,0.1515,0.59,0.1642,0,18,18,Sore,Low,Low,43.625
229,2011-01-10,Spring,2011,Jan,19,Not holiday,Monday,Workingday,Clear/Few clouds,0.16,0.1667,0.47,0.1642,3,92,95,Sore,Low,Low,46.0
230,2011-01-10,Spring,2011,Jan,20,Not holiday,Monday,Workingday,Clear/Few clouds,0.16,0.1667,0.5,0.1642,1,73,74,Sore,Low,Low,47.375
231,2011-01-10,Spring,2011,Jan,21,Not holiday,Monday,Workingday,Clear/Few clouds,0.14,0.1364,0.59,0.194,1,37,38,Sore,Low,Low,46.958333333333336
232,2011-01-10,Spring,2011,Jan,22,Not holiday,Monday,Workingday,Clear/Few clouds,0.14,0.1515,0.59,0.1642,2,22,24,Sore,Low,Low,45.375
228,2011-01-10,Spring,2011,Jan,18,Not holiday,Monday,Workingday,Clear/Few clouds,0.2,0.197,0.4,0.2239,1,154,155,Sore,Low,Low,48.0
222,2011-01-10,Spring,2011,Jan,12,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.2,0.1818,0.4,0.2836,5,47,52,Siang,Low,Low,47.166666666666664
210,2011-01-10,Spring,2011,Jan,0,Not holiday,Monday,Workingday,Clear/Few clouds,0.12,0.1212,0.5,0.2836,2,3,5,Malam,Low,Low,44.25
220,2011-01-10,Spring,2011,Jan,10,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.14,0.1212,0.5,0.2985,0,31,31,Pagi,Low,Low,43.5
219,2011-01-10,Spring,2011,Jan,9,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.14,0.1212,0.5,0.2537,2,92,94,Pagi,Low,Low,47.0
218,2011-01-10,Spring,2011,Jan,8,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.12,0.1212,0.5,0.2836,4,184,188,Pagi,Low,Low,54.583333333333336
217,2011-01-10,Spring,2011,Jan,7,Not holiday,Monday,Workingday,Clear/Few clouds,0.12,0.1212,0.5,0.2239,2,75,77,Pagi,Low,Low,57.75
216,2011-01-10,Spring,2011,Jan,6,Not holiday,Monday,Workingday,Clear/Few clouds,0.12,0.1212,0.5,0.2836,0,31,31,Pagi,Low,Low,59.0
215,2011-01-10,Spring,2011,Jan,5,Not holiday,Monday,Workingday,Clear/Few clouds,0.1,0.1061,0.54,0.2537,0,3,3,Malam,Low,Low,59.083333333333336
214,2011-01-10,Spring,2011,Jan,4,Not holiday,Monday,Workingday,Clear/Few clouds,0.1,0.1212,0.54,0.1343,1,2,3,Malam,Low,Low,59.041666666666664
213,2011-01-10,Spring,2011,Jan,3,Not holiday,Monday,Workingday,Clear/Few clouds,0.12,0.1212,0.5,0.2239,0,1,1,Malam,Low,Low,58.625
212,2011-01-10,Spring,2011,Jan,2,Not holiday,Monday,Workingday,Clear/Few clouds,0.12,0.1212,0.5,0.2239,0,3,3,Malam,Low,Low,58.25
211,2011-01-10,Spring,2011,Jan,1,Not holiday,Monday,Workingday,Clear/Few clouds,0.12,0.1212,0.5,0.2836,1,0,1,Malam,Low,Low,57.25
221,2011-01-10,Spring,2011,Jan,11,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.16,0.1364,0.47,0.2836,2,28,30,Pagi,Low,Low,55.041666666666664
248,2011-01-11,Spring,2011,Jan,16,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.1515,0.86,0.2239,4,72,76,Siang,Low,Low,55.958333333333336
249,2011-01-11,Spring,2011,Jan,17,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.1515,0.86,0.2239,6,130,136,Siang,Low,Low,59.666666666666664
250,2011-01-11,Spring,2011,Jan,18,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,94,95,Sore,Low,Low,61.75
251,2011-01-11,Spring,2011,Jan,19,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.16,0.2273,0.93,0.0,0,51,51,Sore,,Low,60.791666666666664
247,2011-01-11,Spring,2011,Jan,15,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.197,0.8,0.0896,2,45,47,Siang,Low,Low,55.333333333333336
253,2011-01-11,Spring,2011,Jan,21,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.16,0.197,0.86,0.0896,0,20,20,Sore,Low,Low,55.416666666666664
254,2011-01-11,Spring,2011,Jan,22,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,28,29,Sore,Low,Low,52.666666666666664
255,2011-01-11,Spring,2011,Jan,23,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.16,0.197,0.93,0.0896,1,18,19,Sore,Low,Low,50.375
252,2011-01-11,Spring,2011,Jan,20,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.16,0.1515,0.93,0.194,0,32,32,Sore,Low,Low,50.125
246,2011-01-11,Spring,2011,Jan,14,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.2,0.2273,0.59,0.0896,3,60,63,Siang,Low,Low,51.75
245,2011-01-11,Spring,2011,Jan,13,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.2,0.2273,0.59,0.0896,6,46,52,Siang,Low,Low,47.458333333333336
234,2011-01-11,Spring,2011,Jan,0,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.14,0.1667,0.59,0.1045,2,10,12,Malam,Low,Low,45.791666666666664
243,2011-01-11,Spring,2011,Jan,11,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.2,0.2121,0.47,0.1343,4,31,35,Pagi,Low,Low,47.041666666666664
242,2011-01-11,Spring,2011,Jan,10,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.2,0.2121,0.51,0.1642,3,51,54,Pagi,Low,Low,48.0
241,2011-01-11,Spring,2011,Jan,9,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.18,0.197,0.51,0.1642,3,127,130,Pagi,Low,Low,49.5
240,2011-01-11,Spring,2011,Jan,8,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.18,0.2121,0.51,0.0896,3,214,217,Pagi,Low,Low,50.708333333333336
239,2011-01-11,Spring,2011,Jan,7,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.2273,0.55,0.0,2,97,99,Pagi,,Low,51.625
238,2011-01-11,Spring,2011,Jan,6,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.1818,0.55,0.1343,0,27,27,Pagi,Low,Low,51.458333333333336
237,2011-01-11,Spring,2011,Jan,5,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.1818,0.55,0.1343,0,6,6,Malam,Low,Low,51.583333333333336
236,2011-01-11,Spring,2011,Jan,2,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.16,0.1515,0.55,0.194,0,3,3,Malam,Low,Low,51.583333333333336
235,2011-01-11,Spring,2011,Jan,1,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.14,0.1515,0.59,0.1642,0,3,3,Malam,Low,Low,51.666666666666664
244,2011-01-11,Spring,2011,Jan,12,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.2,0.2273,0.51,0.1045,2,55,57,Siang,Low,Low,53.916666666666664
270,2011-01-12,Spring,2011,Jan,16,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.22,0.197,0.44,0.3284,5,63,68,Siang,Low,Low,56.708333333333336
271,2011-01-12,Spring,2011,Jan,17,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.2,0.1818,0.47,0.3582,0,139,139,Siang,Low,Low,61.25
273,2011-01-12,Spring,2011,Jan,19,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.18,0.1515,0.47,0.4179,1,82,83,Sore,Low,Low,61.541666666666664
274,2011-01-12,Spring,2011,Jan,20,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.16,0.1364,0.5,0.3284,2,54,56,Sore,Low,Low,58.208333333333336
267,2011-01-12,Spring,2011,Jan,13,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.22,0.197,0.44,0.3582,0,49,49,Siang,Low,Low,56.291666666666664
276,2011-01-12,Spring,2011,Jan,22,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.16,0.1212,0.55,0.4478,1,32,33,Sore,Low,Low,55.541666666666664
277,2011-01-12,Spring,2011,Jan,23,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.14,0.1061,0.59,0.4179,1,19,20,Sore,Low,Low,54.416666666666664
269,2011-01-12,Spring,2011,Jan,15,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.2,0.1667,0.47,0.4179,1,48,49,Siang,Low,Low,55.625
275,2011-01-12,Spring,2011,Jan,21,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.16,0.1364,0.55,0.3284,0,57,57,Sore,Low,Low,56.791666666666664
268,2011-01-12,Spring,2011,Jan,14,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.2,0.1818,0.47,0.3284,0,44,44,Siang,Low,Low,57.833333333333336
262,2011-01-12,Spring,2011,Jan,8,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.16,0.1667,0.59,0.1642,3,125,128,Pagi,Low,Low,61.833333333333336
265,2011-01-12,Spring,2011,Jan,11,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.2,0.1818,0.51,0.3881,3,32,35,Pagi,Low,Low,60.666666666666664
264,2011-01-12,Spring,2011,Jan,10,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.18,0.1818,0.55,0.2239,0,39,39,Pagi,Low,Low,60.125
263,2011-01-12,Spring,2011,Jan,9,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.16,0.1364,0.59,0.3284,3,78,81,Pagi,Low,Low,63.0
261,2011-01-12,Spring,2011,Jan,7,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.14,0.1515,0.69,0.1343,0,54,54,Pagi,Low,Low,63.791666666666664
260,2011-01-12,Spring,2011,Jan,6,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.12,0.1515,0.93,0.1343,0,16,16,Pagi,Low,Low,62.208333333333336
259,2011-01-12,Spring,2011,Jan,5,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.14,0.1515,0.86,0.1642,0,5,5,Malam,Low,Low,57.0
258,2011-01-12,Spring,2011,Jan,2,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.14,0.1515,0.86,0.1343,0,1,1,Malam,Low,Low,48.0
257,2011-01-12,Spring,2011,Jan,1,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.16,0.1818,0.86,0.1045,0,6,6,Malam,Low,Low,44.125
256,2011-01-12,Spring,2011,Jan,0,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.16,0.197,0.86,0.0896,0,7,7,Malam,Low,Low,43.291666666666664
295,2011-01-13,Spring,2011,Jan,17,Not holiday,Thursday,Workingday,Clear/Few clouds,0.2,0.1818,0.4,0.2836,4,158,162,Siang,Low,Low,49.791666666666664
293,2011-01-13,Spring,2011,Jan,15,Not holiday,Thursday,Workingday,Clear/Few clouds,0.24,0.2121,0.38,0.2985,5,55,60,Siang,Low,Low,52.166666666666664
294,2011-01-13,Spring,2011,Jan,16,Not holiday,Thursday,Workingday,Clear/Few clouds,0.24,0.2121,0.38,0.3582,2,76,78,Siang,Low,Low,55.291666666666664
292,2011-01-13,Spring,2011,Jan,14,Not holiday,Thursday,Workingday,Clear/Few clouds,0.22,0.197,0.41,0.3881,3,39,42,Siang,Low,Low,54.666666666666664
296,2011-01-13,Spring,2011,Jan,18,Not holiday,Thursday,Workingday,Clear/Few clouds,0.2,0.1818,0.4,0.3284,3,141,144,Sore,Low,Low,57.833333333333336
299,2011-01-13,Spring,2011,Jan,21,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.46,0.2985,0,40,40,Sore,Low,Low,53.708333333333336
298,2011-01-13,Spring,2011,Jan,20,Not holiday,Thursday,Workingday,Clear/Few clouds,0.16,0.1515,0.47,0.2239,0,64,64,Sore,Low,Low,52.916666666666664
300,2011-01-13,Spring,2011,Jan,22,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.46,0.3284,0,30,30,Sore,Low,Low,51.833333333333336
301,2011-01-13,Spring,2011,Jan,23,Not holiday,Thursday,Workingday,Clear/Few clouds,0.12,0.1364,0.5,0.194,1,14,15,Sore,Low,Low,50.416666666666664
291,2011-01-13,Spring,2011,Jan,13,Not holiday,Thursday,Workingday,Clear/Few clouds,0.22,0.197,0.41,0.4478,2,81,83,Siang,Low,Low,52.5
297,2011-01-13,Spring,2011,Jan,19,Not holiday,Thursday,Workingday,Clear/Few clouds,0.16,0.1515,0.47,0.2537,1,98,99,Sore,Low,Low,55.791666666666664
290,2011-01-13,Spring,2011,Jan,12,Not holiday,Thursday,Workingday,Clear/Few clouds,0.2,0.1667,0.44,0.4179,3,49,52,Siang,Low,Low,55.916666666666664
279,2011-01-13,Spring,2011,Jan,1,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.5,0.2836,0,2,2,Malam,Low,Low,53.625
288,2011-01-13,Spring,2011,Jan,10,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.16,0.1364,0.5,0.3582,2,36,38,Pagi,Low,Low,53.375
289,2011-01-13,Spring,2011,Jan,11,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.2,0.1667,0.44,0.4478,4,33,37,Pagi,Low,Low,49.583333333333336
280,2011-01-13,Spring,2011,Jan,2,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.5,0.3582,0,2,2,Malam,Low,Low,48.208333333333336
281,2011-01-13,Spring,2011,Jan,3,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.5,0.3284,0,3,3,Malam,Low,Low,46.708333333333336
282,2011-01-13,Spring,2011,Jan,4,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.5,0.2537,0,4,4,Malam,Low,Low,43.5
278,2011-01-13,Spring,2011,Jan,0,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.59,0.2836,1,6,7,Malam,Low,Low,41.541666666666664
284,2011-01-13,Spring,2011,Jan,6,Not holiday,Thursday,Workingday,Clear/Few clouds,0.12,0.1515,0.54,0.1343,0,28,28,Pagi,Low,Low,42.041666666666664
285,2011-01-13,Spring,2011,Jan,7,Not holiday,Thursday,Workingday,Clear/Few clouds,0.12,0.1515,0.54,0.1343,0,72,72,Pagi,Low,Low,44.833333333333336
286,2011-01-13,Spring,2011,Jan,8,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1364,0.5,0.194,5,197,202,Pagi,Low,Low,53.208333333333336
287,2011-01-13,Spring,2011,Jan,9,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.5,0.3284,2,137,139,Pagi,Low,Low,58.75
283,2011-01-13,Spring,2011,Jan,5,Not holiday,Thursday,Workingday,Clear/Few clouds,0.14,0.1212,0.5,0.2985,0,3,3,Malam,Low,Low,58.583333333333336
315,2011-01-14,Spring,2011,Jan,14,Not holiday,Friday,Workingday,Clear/Few clouds,0.22,0.2121,0.41,0.2836,5,59,64,Siang,Low,Low,54.5
324,2011-01-14,Spring,2011,Jan,23,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.18,0.2424,0.55,0.0,1,26,27,Sore,,Low,53.125
323,2011-01-14,Spring,2011,Jan,22,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.16,0.2273,0.69,0.0,2,34,36,Sore,,Low,51.375
322,2011-01-14,Spring,2011,Jan,21,Not holiday,Friday,Workingday,Clear/Few clouds,0.16,0.2273,0.69,0.0,4,48,52,Sore,,Low,51.791666666666664
321,2011-01-14,Spring,2011,Jan,20,Not holiday,Friday,Workingday,Clear/Few clouds,0.18,0.2424,0.59,0.0,0,68,68,Sore,,Low,48.625
320,2011-01-14,Spring,2011,Jan,19,Not holiday,Friday,Workingday,Clear/Few clouds,0.16,0.197,0.59,0.0896,3,89,92,Sore,Low,Low,50.791666666666664
319,2011-01-14,Spring,2011,Jan,18,Not holiday,Friday,Workingday,Clear/Few clouds,0.2,0.2576,0.47,0.0,5,134,139,Sore,,Low,53.916666666666664
318,2011-01-14,Spring,2011,Jan,17,Not holiday,Friday,Workingday,Clear/Few clouds,0.22,0.2273,0.41,0.1642,4,155,159,Siang,Low,Low,59.291666666666664
317,2011-01-14,Spring,2011,Jan,16,Not holiday,Friday,Workingday,Clear/Few clouds,0.22,0.2424,0.41,0.1045,3,87,90,Siang,Low,Low,62.416666666666664
316,2011-01-14,Spring,2011,Jan,15,Not holiday,Friday,Workingday,Clear/Few clouds,0.24,0.2424,0.38,0.1642,9,59,68,Siang,Low,Low,61.791666666666664
314,2011-01-14,Spring,2011,Jan,13,Not holiday,Friday,Workingday,Clear/Few clouds,0.22,0.197,0.37,0.3881,4,73,77,Siang,Low,Low,60.875
303,2011-01-14,Spring,2011,Jan,1,Not holiday,Friday,Workingday,Clear/Few clouds,0.1,0.1212,0.54,0.1642,0,5,5,Malam,Low,Low,58.916666666666664
312,2011-01-14,Spring,2011,Jan,11,Not holiday,Friday,Workingday,Clear/Few clouds,0.18,0.1667,0.51,0.2836,6,47,53,Pagi,Low,Low,61.041666666666664
311,2011-01-14,Spring,2011,Jan,10,Not holiday,Friday,Workingday,Clear/Few clouds,0.18,0.1818,0.55,0.194,4,40,44,Pagi,Low,Low,61.291666666666664
310,2011-01-14,Spring,2011,Jan,9,Not holiday,Friday,Workingday,Clear/Few clouds,0.14,0.1515,0.69,0.1343,0,117,117,Pagi,Low,Low,64.625
